580774	1	a	bir	artikel	I'm a man.	Ben bir erkeğim.	https://audio.tatoeba.org/sentences/eng/580774.mp3	[sound:580774.mp3]
53214	23	give up	vazgeçmek, pes etmek		So you give up, right?	Öyleyse vazgeçiyorsun, doğru mu?	https://audio.tatoeba.org/sentences/eng/53214.mp3	[sound:53214.mp3]
1893917	23	give up	vazgeçmek, pes etmek		We can't just give up.	Biz vazgeçemeyiz.	https://audio.tatoeba.org/sentences/eng/1893917.mp3	[sound:1893917.mp3]
2210644	23	give up	vazgeçmek, pes etmek		Why don't you give up?	Neden vazgeçmiyorsun?	https://audio.tatoeba.org/sentences/eng/2210644.mp3	[sound:2210644.mp3]
2011742	23	give up	vazgeçmek, pes etmek		Do you want to give up?	Vazgeçmek istiyor musun?	https://audio.tatoeba.org/sentences/eng/2011742.mp3	[sound:2011742.mp3]
4888518	23	give up	vazgeçmek, pes etmek		Don't give up too soon.	Çok erken vazgeçme.	https://audio.tatoeba.org/sentences/eng/4888518.mp3	[sound:4888518.mp3]
2275376	23	give up	vazgeçmek, pes etmek		Don't you ever give up?	Hiç vazgeçmeyecek misin?	https://audio.tatoeba.org/sentences/eng/2275376.mp3	[sound:2275376.mp3]
3152549	23	give up	vazgeçmek, pes etmek		I can't simply give up.	Ben öylece vazgeçemem.	https://audio.tatoeba.org/sentences/eng/3152549.mp3	[sound:3152549.mp3]
6666739	23	give up	vazgeçmek, pes etmek		I don't give up easily.	Kolay kolay pes etmem.	https://audio.tatoeba.org/sentences/eng/6666739.mp3	[sound:6666739.mp3]
2956399	23	give up	vazgeçmek, pes etmek		Tom decided to give up.	Tom vazgeçmeye karar verdi.	https://audio.tatoeba.org/sentences/eng/2956399.mp3	[sound:2956399.mp3]
1951691	23	give up	vazgeçmek, pes etmek		You can't give up hope.	Umudunu kaybedemezsin.	https://audio.tatoeba.org/sentences/eng/1951691.mp3	[sound:1951691.mp3]
4889717	23	give up	vazgeçmek, pes etmek		Don't ever give up hope.	Hiç umut yitirme.	https://audio.tatoeba.org/sentences/eng/4889717.mp3	[sound:4889717.mp3]
34421	23	give up	vazgeçmek, pes etmek		Don't give up the fight.	Mücadeleden vazgeçme.	https://audio.tatoeba.org/sentences/eng/34421.mp3	[sound:34421.mp3]
2275337	23	give up	vazgeçmek, pes etmek		Don't they ever give up?	Hiç vazgeçmezler mi?	https://audio.tatoeba.org/sentences/eng/2275337.mp3	[sound:2275337.mp3]
3722713	23	give up	vazgeçmek, pes etmek	give up on me: benden vazgeçme ~ beni terk etme	Don't you give up on me.	Beni terk etme.	https://audio.tatoeba.org/sentences/eng/3722713.mp3	[sound:3722713.mp3]
238042	23	give up	vazgeçmek, pes etmek		I had to give up my plan.	Planımdan vazgeçmek zorunda kaldım.	https://audio.tatoeba.org/sentences/eng/238042.mp3	[sound:238042.mp3]
18820	23	give up	vazgeçmek, pes etmek		I'll give up smoking.	Ben sigarayı bırakacağım.	https://audio.tatoeba.org/sentences/eng/18820.mp3	[sound:18820.mp3]
3151323	23	give back	geri vermek		Now give it back.	Şimdi onu geri ver.	https://audio.tatoeba.org/sentences/eng/3151323.mp3	[sound:3151323.mp3]
5747802	23	give back	geri vermek		Can I give it back now?	Onu şimdi geri verebilir miyim?	https://audio.tatoeba.org/sentences/eng/5747802.mp3	[sound:5747802.mp3]
3151322	23	give back	geri vermek		Now give me back my key.	Şimdi anahtarımı bana geri ver.	https://audio.tatoeba.org/sentences/eng/3151322.mp3	[sound:3151322.mp3]
3724345	23	give back	geri vermek		I promise I'll give it back.	Ben onu geri vereceğime söz veriyorum.	https://audio.tatoeba.org/sentences/eng/3724345.mp3	[sound:3724345.mp3]
3152281	23	give back	geri vermek		Please give that back to me.	Lütfen onu bana geri ver.	https://audio.tatoeba.org/sentences/eng/3152281.mp3	[sound:3152281.mp3]
3153704	23	give back	geri vermek		Just ask Tom to give it back.	Sadece Tom'dan onu geri vermesini isteyin.	https://audio.tatoeba.org/sentences/eng/3153704.mp3	[sound:3153704.mp3]
4115133	23	give back	geri vermek		Please give me back my money.	Lütfen paramı bana geri ver.	https://audio.tatoeba.org/sentences/eng/4115133.mp3	[sound:4115133.mp3]
5732978	23	give back	geri vermek		I want to give something back.	Bir şeyi geri vermek istiyorum.	https://audio.tatoeba.org/sentences/eng/5732978.mp3	[sound:5732978.mp3]
3152566	23	give back	geri vermek		Did they give you your job back?	Onlar sana işini geri verdi mi?	https://audio.tatoeba.org/sentences/eng/3152566.mp3	[sound:3152566.mp3]
1174876	24	go	gitmek		I'll go.	Gideceğim.	https://audio.tatoeba.org/sentences/eng/1174876.mp3	[sound:1174876.mp3]
5825527	24	go	gitmek		Can I go?	Gidebilir miyim?	https://audio.tatoeba.org/sentences/eng/5825527.mp3	[sound:5825527.mp3]
773587	24	go	gitmek		Don't go.	Gitme.	https://audio.tatoeba.org/sentences/eng/773587.mp3	[sound:773587.mp3]
3092548	24	go	gitmek		I can go.	Ben gidebilirim.	https://audio.tatoeba.org/sentences/eng/3092548.mp3	[sound:3092548.mp3]
241077	24	go	gitmek		Let's go!	Gidelim!	https://audio.tatoeba.org/sentences/eng/241077.mp3	[sound:241077.mp3]
2163138	24	go	gitmek		May I go?	Gidebilir miyim?	https://audio.tatoeba.org/sentences/eng/2163138.mp3	[sound:2163138.mp3]
2249520	24	go	gitmek		Let it go.	Gitmesine izin verin.	https://audio.tatoeba.org/sentences/eng/2249520.mp3	[sound:2249520.mp3]
250112	24	go	gitmek		Let me go!	Gitmeme izin ver.	https://audio.tatoeba.org/sentences/eng/250112.mp3	[sound:250112.mp3]
250112	24	go	gitmek		Let me go!	Bırak gideyim.	https://audio.tatoeba.org/sentences/eng/250112.mp3	[sound:250112.mp3]
3171854	24	go	gitmek		Please go.	Lütfen git.	https://audio.tatoeba.org/sentences/eng/3171854.mp3	[sound:3171854.mp3]
2247749	24	go	gitmek		I'll go in.	İçeri gideceğim.	https://audio.tatoeba.org/sentences/eng/2247749.mp3	[sound:2247749.mp3]
1553295	24	go	gitmek		You can go.	Gidebilirsin.	https://audio.tatoeba.org/sentences/eng/1553295.mp3	[sound:1553295.mp3]
2245347	24	go	gitmek		Don't go in.	İçeri girme.	https://audio.tatoeba.org/sentences/eng/2245347.mp3	[sound:2245347.mp3]
2249445	24	go	gitmek		Just let go.	Sadece bırak.	https://audio.tatoeba.org/sentences/eng/2249445.mp3	[sound:2249445.mp3]
4246066	24	go	gitmek		Don't go yet.	Henüz gitmeyin.	https://audio.tatoeba.org/sentences/eng/4246066.mp3	[sound:4246066.mp3]
1935452	24	go	gitmek		He let me go.	Gitmeme izin verdi.	https://audio.tatoeba.org/sentences/eng/1935452.mp3	[sound:1935452.mp3]
881775	24	go	gitmek		I go jogging.	Koşmaya giderim.	https://audio.tatoeba.org/sentences/eng/881775.mp3	[sound:881775.mp3]
879627	24	go	gitmek		I go to work.	İşe giderim.	https://audio.tatoeba.org/sentences/eng/879627.mp3	[sound:879627.mp3]
6645810	24	go	gitmek		I'll go on Monday.	Pazartesi günü gideceğim.	https://audio.tatoeba.org/sentences/eng/6645810.mp3	[sound:6645810.mp3]
1369199	24	go	gitmek		I'll go on my own.	Tek başıma gideceğim.	https://audio.tatoeba.org/sentences/eng/1369199.mp3	[sound:1369199.mp3]
881775	24	go	gitmek		I go jogging.	Koşmaya giderim.	https://audio.tatoeba.org/sentences/eng/881775.mp3	[sound:881775.mp3]
6358292	24	go	gitmek		Let's go hiking.	Yürüyüşe gidelim.	https://audio.tatoeba.org/sentences/eng/6358292.mp3	[sound:6358292.mp3]
6667128	24	go	gitmek		Let's go skiing.	Kayak yapmaya gidelim.	https://audio.tatoeba.org/sentences/eng/6667128.mp3	[sound:6667128.mp3]
1890910	24	go	gitmek		I'll go shopping.	Alışverişe gideceğim.	https://audio.tatoeba.org/sentences/eng/1890910.mp3	[sound:1890910.mp3]
1290707	24	go	gitmek		Let's go dancing.	Dans etmeye gidelim.	https://audio.tatoeba.org/sentences/eng/1290707.mp3	[sound:1290707.mp3]
298167	24	go	gitmek		He forced me to go.	Ben gitmek zorundaydım.	https://audio.tatoeba.org/sentences/eng/298167.mp3	[sound:298167.mp3]
2247744	24	go back	geri gitmek, geri dönmek		I'll go back.	Geri gideceğim.	https://audio.tatoeba.org/sentences/eng/2247744.mp3	[sound:2247744.mp3]
2387273	24	go back	geri gitmek, geri dönmek		I must go back.	Geri gitmeliyim.	https://audio.tatoeba.org/sentences/eng/2387273.mp3	[sound:2387273.mp3]
1108057	24	go back	geri gitmek, geri dönmek		I can't go back.	Geri dönemem.	https://audio.tatoeba.org/sentences/eng/1108057.mp3	[sound:1108057.mp3]
2007858	24	go back	geri gitmek, geri dönmek		Let's go back in.	Geri dönelim.	https://audio.tatoeba.org/sentences/eng/2007858.mp3	[sound:2007858.mp3]
1889720	24	go back	geri gitmek, geri dönmek		Just go back home.	Sadece eve dön.	https://audio.tatoeba.org/sentences/eng/1889720.mp3	[sound:1889720.mp3]
21264	24	go	gitmek	atasözü	Easy come, easy go.	Haydan gelen huya gider.	https://audio.tatoeba.org/sentences/eng/21264.mp3	[sound:21264.mp3]
245147	24	go for ...	bir şey yapmaya gitmek		Can I go for a walk?	Yürüyüşe gidebilir miyim?	https://audio.tatoeba.org/sentences/eng/245147.mp3	[sound:245147.mp3]
737452	24	go for ...	bir şey yapmaya gitmek		Let's go for a beer.	Bir bira içmeye gidelim.	https://audio.tatoeba.org/sentences/eng/737452.mp3	[sound:737452.mp3]
2007755	24	go for ...	bir şey yapmaya gitmek		Let's go for a ride.	Araba sürmeye gidelim.	https://audio.tatoeba.org/sentences/eng/2007755.mp3	[sound:2007755.mp3]
2007754	24	go for ...	bir şey yapmaya gitmek		Let's go for a swim.	Yüzmeye gidelim.	https://audio.tatoeba.org/sentences/eng/2007754.mp3	[sound:2007754.mp3]
3636006	24	go for ...	bir şey yapmaya gitmek		Let's go for a drink.	İçmeye gidelim.	https://audio.tatoeba.org/sentences/eng/3636006.mp3	[sound:3636006.mp3]
2007708	24	go for ...	bir şey yapmaya gitmek		Let's go for a drive.	Arabayla gezintiye çıkalım.	https://audio.tatoeba.org/sentences/eng/2007708.mp3	[sound:2007708.mp3]
5748288	24	go for ...	bir şey yapmaya gitmek		Let's go for a coffee.	Bir kahve içelim.	https://audio.tatoeba.org/sentences/eng/5748288.mp3	[sound:5748288.mp3]
840510	24	for someone to go	birinin gitmesi		It's time for me to go.	Gitmem için zaman geldi.	https://audio.tatoeba.org/sentences/eng/840510.mp3	[sound:840510.mp3]
2047759	24	for someone to go	birinin gitmesi		It's time for me to go, kids.	Çocuklar, benim için gitme zamanı.	https://audio.tatoeba.org/sentences/eng/2047759.mp3	[sound:2047759.mp3]
5264559	24	for someone to go	birinin gitmesi		It's time for me to go to bed.	Benim için yatağa gitme vakti.	https://audio.tatoeba.org/sentences/eng/5264559.mp3	[sound:5264559.mp3]
2738995	24	for someone to go	birinin gitmesi		Is it necessary for us to go?	Bizim gitmemiz gerekiyor mu?	https://audio.tatoeba.org/sentences/eng/2738995.mp3	[sound:2738995.mp3]
2263574	24	for someone to go	birinin gitmesi		Is it time for us to go home?	Bizim için eve gitme zamanı mı?	https://audio.tatoeba.org/sentences/eng/2263574.mp3	[sound:2263574.mp3]
2537375	24	for someone to go	birinin gitmesi		It may not be necessary for us to go to that meeting.	O toplantıya gitmemiz gerekli olmayabilir.	https://audio.tatoeba.org/sentences/eng/2537375.mp3	[sound:2537375.mp3]
1507439	24	way to go	tebrikler, bravo	mecazi: way to go ~ gidilecek yol	Way to go!	Tebrikler!	https://audio.tatoeba.org/sentences/eng/1507439.mp3	[sound:1507439.mp3]
2249677	24	go away	uzaklaşmak		Now go away.	Şimdi defol git.	https://audio.tatoeba.org/sentences/eng/2249677.mp3	[sound:2249677.mp3]
2254991	24	go away	uzaklaşmak		You go away.	Sen uzaklaş.	https://audio.tatoeba.org/sentences/eng/2254991.mp3	[sound:2254991.mp3]
2249421	24	go away	uzaklaşmak		Just go away.	Sadece git buradan.	https://audio.tatoeba.org/sentences/eng/2249421.mp3	[sound:2249421.mp3]
2245345	24	go away	uzaklaşmak		Don't go away.	Uzaklara gitme.	https://audio.tatoeba.org/sentences/eng/2245345.mp3	[sound:2245345.mp3]
627650	24	go away	uzaklaşmak		Let's go away.	Uzaklaşalım.	https://audio.tatoeba.org/sentences/eng/627650.mp3	[sound:627650.mp3]
2405821	24	go away	uzaklaşmak		I said go away.	Defol git dedim.	https://audio.tatoeba.org/sentences/eng/2405821.mp3	[sound:2405821.mp3]
2247741	24	go ahead	ilerlemek, devam etmek		I'll go ahead.	Devam edeceğim.	https://audio.tatoeba.org/sentences/eng/2247741.mp3	[sound:2247741.mp3]
2249790	24	go ahead	ilerlemek, devam etmek		Please go ahead.	Lütfen devam et.	https://audio.tatoeba.org/sentences/eng/2249790.mp3	[sound:2249790.mp3]
3331115	24	go ahead	ilerlemek, devam etmek		You go right ahead.	Dosdoğru git.	https://audio.tatoeba.org/sentences/eng/3331115.mp3	[sound:3331115.mp3]
30541	24	go ahead	ilerlemek, devam etmek		Sure, go right ahead.	Kesinlikle, doğru devam edin.	https://audio.tatoeba.org/sentences/eng/30541.mp3	[sound:30541.mp3]
5184894	24	go ahead	ilerlemek, devam etmek		I told Tom to go ahead.	Tom'a devam etmesini söyledim.	https://audio.tatoeba.org/sentences/eng/5184894.mp3	[sound:5184894.mp3]
1140072	24	go ahead	ilerlemek, devam etmek		Let's go ahead and eat.	Önden buyuralım ve yiyelim.	https://audio.tatoeba.org/sentences/eng/1140072.mp3	[sound:1140072.mp3]
2210702	24	go ahead	ilerlemek, devam etmek		Why don't you go ahead?	Neden devam etmiyorsunuz?	https://audio.tatoeba.org/sentences/eng/2210702.mp3	[sound:2210702.mp3]
6354995	24	go ahead	ilerlemek, devam etmek		Please go straight ahead.	Lütfen dümdüz ilerleyin.	https://audio.tatoeba.org/sentences/eng/6354995.mp3	[sound:6354995.mp3]
5218394	24	go ahead	ilerlemek, devam etmek		Tom told Mary to go ahead.	Tom, Mary'ye devam etmesini söyledi.	https://audio.tatoeba.org/sentences/eng/5218394.mp3	[sound:5218394.mp3]
3312079	24	go ahead	ilerlemek, devam etmek		We'll go ahead as planned.	Planlandığı gibi devam edeceğiz.	https://audio.tatoeba.org/sentences/eng/3312079.mp3	[sound:3312079.mp3]
2546693	24	go along with	birlikte gitmek		I'll go along with you.	Seninle birlikte gideceğim.	https://audio.tatoeba.org/sentences/eng/2546693.mp3	[sound:2546693.mp3]
2643136	24	go along with	birlikte gitmek		Tom won't go along with that.	Tom onunla birlikte gitmeyecek.	https://audio.tatoeba.org/sentences/eng/2643136.mp3	[sound:2643136.mp3]
17252	24	go along with	birlikte gitmek	mecazi: birlikte gitmek ~ fikir olarak birlikte olmak	I will go along with your plan.	Planını destekleyeceğim.	https://audio.tatoeba.org/sentences/eng/17252.mp3	[sound:17252.mp3]
2549757	24	let go of	bırakmak		Let go of it.	Onu bırak.	https://audio.tatoeba.org/sentences/eng/2549757.mp3	[sound:2549757.mp3]
246588	24	let go of	bırakmak		Let go of me!	Bırak beni!	https://audio.tatoeba.org/sentences/eng/246588.mp3	[sound:246588.mp3]
326609	24	let go of	bırakmak		Let go of my arm!	Kolumu bırak!	https://audio.tatoeba.org/sentences/eng/326609.mp3	[sound:326609.mp3]
2891684	24	let go of	bırakmak		Let go of my son.	Oğlumu bırak.	https://audio.tatoeba.org/sentences/eng/2891684.mp3	[sound:2891684.mp3]
2852141	24	let go of	bırakmak		Let go of my hand.	Elimi bırak.	https://audio.tatoeba.org/sentences/eng/2852141.mp3	[sound:2852141.mp3]
1860451	24	let go of	bırakmak		Don't let go of me.	Beni bırakmayın.	https://audio.tatoeba.org/sentences/eng/1860451.mp3	[sound:1860451.mp3]
2249793	24	go on	devam etmek		Please go on.	Lütfen devam et.	https://audio.tatoeba.org/sentences/eng/2249793.mp3	[sound:2249793.mp3]
1951723	24	go on	devam etmek		I can't go on.	Ben devam edemem.	https://audio.tatoeba.org/sentences/eng/1951723.mp3	[sound:1951723.mp3]
3171853	24	go on	devam etmek		Shall I go on?	Devam edeyim mi?	https://audio.tatoeba.org/sentences/eng/3171853.mp3	[sound:3171853.mp3]
6667114	24	go on	devam etmek		I'll go on ahead.	Ben devam edeceğim	https://audio.tatoeba.org/sentences/eng/6667114.mp3	[sound:6667114.mp3]
2891783	24	go on	devam etmek		Now go on inside.	Şimdi içeride devam et.	https://audio.tatoeba.org/sentences/eng/2891783.mp3	[sound:2891783.mp3]
5158676	24	go on	devam etmek		This can't go on.	Bu devam edemez.	https://audio.tatoeba.org/sentences/eng/5158676.mp3	[sound:5158676.mp3]
2953670	24	go on	devam etmek		We have to go on.	Devam etmeliyiz.	https://audio.tatoeba.org/sentences/eng/2953670.mp3	[sound:2953670.mp3]
1172803	24	go on	devam etmek		The show must go on.	Gösteri devam etmeli.	https://audio.tatoeba.org/sentences/eng/1172803.mp3	[sound:1172803.mp3]
6666895	24	go on picnic	piknik yapmak, pikniğe gitmek		Let's go on a picnic.	Hadi piknik yapalım.	https://audio.tatoeba.org/sentences/eng/6666895.mp3	[sound:6666895.mp3]
261669	24	go on foot	yaya gitmek		I will go on foot.	Ben yaya gideceğim.	https://audio.tatoeba.org/sentences/eng/261669.mp3	[sound:261669.mp3]
261668	24	go on foot	yaya gitmek		I go to school on foot.	Okula yaya giderim.	https://audio.tatoeba.org/sentences/eng/261668.mp3	[sound:261668.mp3]
2007927	24	go out	dışarı çıkmak		Let's go out.	Hadi dışarı çıkalım.	https://audio.tatoeba.org/sentences/eng/2007927.mp3	[sound:2007927.mp3]
256630	24	go out	dışarı çıkmak		I must go out.	Ben dışarı çıkmalıyım.	https://audio.tatoeba.org/sentences/eng/256630.mp3	[sound:256630.mp3]
5850191	24	go out	dışarı çıkmak		I seldom go out.	Nadiren dışarı çıkıyorum.	https://audio.tatoeba.org/sentences/eng/5850191.mp3	[sound:5850191.mp3]
260083	24	go out	dışarı çıkmak		I saw him go out.	Onun dışarı çıktığını gördüm.	https://audio.tatoeba.org/sentences/eng/260083.mp3	[sound:260083.mp3]
283847	24	go out	dışarı çıkmak		I heard him go out.	Onun dışarı çıktığını duydum.	https://audio.tatoeba.org/sentences/eng/283847.mp3	[sound:283847.mp3]
619093	24	go out	dışarı çıkmak		Let's go out to eat.	Yemek yemek için dışarı çıkalım.	https://audio.tatoeba.org/sentences/eng/619093.mp3	[sound:619093.mp3]
4256447	24	go out	dışarı çıkmak		Don't go out tonight.	Bu gece dışarı çıkmayın.	https://audio.tatoeba.org/sentences/eng/4256447.mp3	[sound:4256447.mp3]
6532430	24	go by	... ile gitmek		I'll go by bus.	Otobüsle gideceğim.	https://audio.tatoeba.org/sentences/eng/6532430.mp3	[sound:6532430.mp3]
578794	24	go by	... ile gitmek		I'll go by car.	Arabayla gideceğim.	https://audio.tatoeba.org/sentences/eng/578794.mp3	[sound:578794.mp3]
2549527	24	go by	... ile gitmek		I'll go by taxi.	Taksiyle gideceğim.	https://audio.tatoeba.org/sentences/eng/2549527.mp3	[sound:2549527.mp3]
2549103	24	go by	... ile gitmek	by myself: kendimle ~ kendi başıma	I'll go by myself.	Kendim gideceğim.	https://audio.tatoeba.org/sentences/eng/2549103.mp3	[sound:2549103.mp3]
6532380	24	go by	... ile gitmek		I'll go by subway.	Metroyla gideceğim.	https://audio.tatoeba.org/sentences/eng/6532380.mp3	[sound:6532380.mp3]
6357444	24	go by	... ile gitmek		Let's go by bicycle.	Hadi bisikletle gidelim.	https://audio.tatoeba.org/sentences/eng/6357444.mp3	[sound:6357444.mp3]
2245891	25	have	var; sahip olmak		I have one.	Bir tanem var.	https://audio.tatoeba.org/sentences/eng/2245891.mp3	[sound:2245891.mp3]
2245876	25	have	var; sahip olmak		I have cash.	Nakitim var.	https://audio.tatoeba.org/sentences/eng/2245876.mp3	[sound:2245876.mp3]
2245881	25	have	var; sahip olmak		I have eyes.	Gözlerim var.	https://audio.tatoeba.org/sentences/eng/2245881.mp3	[sound:2245881.mp3]
2245901	25	have	var; sahip olmak		I have time.	Zamanım var.	https://audio.tatoeba.org/sentences/eng/2245901.mp3	[sound:2245901.mp3]
378502	25	have	var; sahip olmak		I have a dog.	Bir köpeğim var.	https://audio.tatoeba.org/sentences/eng/378502.mp3	[sound:378502.mp3]
2358740	25	have	var; sahip olmak		I have a job.	Bir işim var.	https://audio.tatoeba.org/sentences/eng/2358740.mp3	[sound:2358740.mp3]
